Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
modelplotr,C:/Users/pech/Documents/R/win-library/3.6,1.0.0,NA,R (>= 3.1.0),"ggplot2 (>= 2.2.1), gridExtra (>= 2.3.0), magrittr (>= 1.5.0),
dplyr (>= 0.7.7), RColorBrewer (>= 1.1.2), ggfittext (>=
0.6.0), scales (>= 1.0.0), rlang (>= 0.3.1)",NA,"mlr (>= 2.12.1), caret (>= 6.0), randomForest (>= 4.6.14),
nnet(>= 7.3-12), e1071, h2o, keras, knitr, rmarkdown, testthat,
xgboost, stringr, kableExtra, lattice, ranger, glmnet",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
modelr,C:/Users/pech/Documents/R/win-library/3.6,0.1.5,NA,R (>= 3.2),"broom, dplyr, magrittr, purrr (>= 0.2.2), rlang (>= 0.2.0),
tibble, tidyr (>= 0.8.0)",NA,"compiler, covr, ggplot2, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
modeltools,C:/Users/pech/Documents/R/win-library/3.6,0.2-22,NA,"stats, stats4",methods,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.0
moonBook,C:/Users/pech/Documents/R/win-library/3.6,0.2.3,NA,R (>= 3.1.2),"nortest, survival, sjmisc, purrr, stringr, magrittr",NA,"testthat, knitr, ggplot2, ztable, sjlabelled, rmarkdown",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
multcomp,C:/Users/pech/Documents/R/win-library/3.6,1.4-10,NA,"stats, graphics, mvtnorm (>= 1.0-10), survival (>= 2.39-4),
TH.data (>= 1.0-2)","sandwich (>= 2.3-0), codetools",NA,"lme4 (>= 0.999375-16), nlme, robustbase, coin, MASS, foreign,
xtable, lmtest, coxme (>= 2.2-1), SimComp, ISwR, tram (>=
0.2-5)",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
multicool,C:/Users/pech/Documents/R/win-library/3.6,0.1-10,NA,"methods, Rcpp (>= 0.11.2)",NA,Rcpp,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
munsell,C:/Users/pech/Documents/R/win-library/3.6,0.5.0,NA,NA,"colorspace, methods",NA,"ggplot2, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
mvnfast,C:/Users/pech/Documents/R/win-library/3.6,0.2.5,NA,NA,Rcpp (>= 0.12.0),"Rcpp, RcppArmadillo, BH","knitr, rmarkdown, testthat, mvtnorm, microbenchmark, MASS,
plyr, RhpcBLASctl",NA,GPL (>= 2.0),NA,NA,NA,NA,yes,3.6.1
mvtnorm,C:/Users/pech/Documents/R/win-library/3.6,1.0-11,NA,R(>= 3.5.0),"stats, methods",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.0
mycor,C:/Users/pech/Documents/R/win-library/3.6,0.1.1,NA,R (>= 3.1.1),lattice,NA,"knitr, testthat",NA,CC0,NA,NA,NA,NA,no,3.6.1
network,C:/Users/pech/Documents/R/win-library/3.6,1.15,NA,"R (>= 2.10), utils","tibble, magrittr",NA,"sna, statnet.common, testthat, covr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
nleqslv,C:/Users/pech/Documents/R/win-library/3.6,3.3.2,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
nlme,C:/Users/pech/Documents/R/win-library/3.6,3.1-141,recommended,R (>= 3.4.0),"graphics, stats, utils, lattice",NA,"Hmisc, MASS",NA,GPL (>= 2) | file LICENCE,NA,NA,NA,NA,yes,3.6.1
nloptr,C:/Users/pech/Documents/R/win-library/3.6,1.2.1,NA,NA,NA,NA,"testthat (>= 0.8.1), knitr, rmarkdown, inline (>= 0.3.14)",NA,LGPL-3,NA,NA,NA,NA,yes,3.6.1
NLP,C:/Users/pech/Documents/R/win-library/3.6,0.2-0,NA,R (>= 3.2.0),utils,NA,NA,"udpipe, spacyr, cleanNLP",GPL-3,NA,NA,NA,NA,no,3.6.0
nnet,C:/Users/pech/Documents/R/win-library/3.6,7.3-12,recommended,"R (>= 2.14.0), stats, utils",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
nnls,C:/Users/pech/Documents/R/win-library/3.6,1.4,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,NA,3.6.0
nortest,C:/Users/pech/Documents/R/win-library/3.6,1.0-4,NA,NA,stats,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.0
numDeriv,C:/Users/pech/Documents/R/win-library/3.6,2016.8-1.1,NA,R (>= 2.11.1),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.0
nycflights13,C:/Users/pech/Documents/R/win-library/3.6,1.0.1,NA,R (>= 3.2),tibble,NA,dplyr,NA,CC0,NA,NA,NA,NA,no,3.6.1
officer,C:/Users/pech/Documents/R/win-library/3.6,0.3.5,NA,NA,"Rcpp (>= 0.12.12), R6, grDevices, base64enc, zip (>= 2.0.0),
digest,uuid,stats, magrittr,htmltools,rlang, xml2 (>= 1.1.0)",Rcpp,"testthat, devEMF,tibble,ggplot2, rmarkdown, knitr, rsvg",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
oompaBase,C:/Users/pech/Documents/R/win-library/3.6,3.2.9,NA,R (>= 3.0),"methods, graphics, grDevices, stats, cluster",NA,NA,NA,Apache License (== 2.0),NA,NA,NA,NA,no,3.6.1
openssl,C:/Users/pech/Documents/R/win-library/3.6,1.4.1,NA,NA,askpass,NA,"testthat, digest, knitr, rmarkdown, jsonlite, jose, sodium",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
openxlsx,C:/Users/pech/Documents/R/win-library/3.6,4.1.0.1,NA,R (>= 3.3.0),"methods, Rcpp, grDevices, stats, utils, zip",Rcpp,"knitr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
ordinal,C:/Users/pech/Documents/R/win-library/3.6,2019.4-25,NA,"R (>= 2.13.0), stats, methods","ucminf, MASS, Matrix, numDeriv",NA,"lme4, nnet, xtable, testthat (>= 0.8), tools",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
packrat,C:/Users/pech/Documents/R/win-library/3.6,0.5.0,NA,R (>= 3.0.0),"tools, utils",NA,"testthat (>= 0.7), devtools, httr, knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
pacman,C:/Users/pech/Documents/R/win-library/3.6,0.5.1,NA,R (>= 3.5.0),"remotes, methods, stats, utils",NA,"BiocManager, knitr, lattice, testthat (>= 0.9.0), XML",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
padr,C:/Users/pech/Documents/R/win-library/3.6,0.5.0,NA,R (>= 3.0.0),"Rcpp, dplyr (>= 0.6.0), lubridate, rlang",Rcpp,"ggplot2, testthat, knitr, rmarkdown, lazyeval, tidyr,
data.table, lintr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
paletteer,C:/Users/pech/Documents/R/win-library/3.6,0.2.1,NA,R (>= 2.10),"gameofthrones (>= 1.0.0), ggthemes (>= 4.0.0), jcolors,
oompaBase, harrypotter (>= 2.1.0), palr, pals, scico,
viridisLite, rlang",NA,"covr, testthat, ggplot2, knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
palr,C:/Users/pech/Documents/R/win-library/3.6,0.0.6,NA,R (>= 2.10),NA,NA,"knitr, raster, rmarkdown, testthat, covr",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
pals,C:/Users/pech/Documents/R/win-library/3.6,1.5,NA,"R (>= 2.10), maps,","dichromat, colorspace, graphics, grDevices, mapproj, methods,
rgl, stats",NA,"classInt, ggplot2, knitr, latticeExtra, reshape2, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
pamr,C:/Users/pech/Documents/R/win-library/3.6,1.56.1,NA,"R (>= 2.10), cluster, survival",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
pan,C:/Users/pech/Documents/R/win-library/3.6,1.6,NA,NA,NA,NA,"mitools, lme4",NA,GPL-3,NA,no,NA,NA,yes,3.6.1
pander,C:/Users/pech/Documents/R/win-library/3.6,0.6.3,NA,R (>= 2.15.0),"grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp",Rcpp,"grid, lattice, ggplot2 (>= 0.9.2), sylly, sylly.en,
futile.logger, survival, microbenchmark, zoo, nlme, descr,
MASS, knitr, rmarkdown, tables, reshape, memisc, Epi,
randomForest, tseries, gtable, rms, forecast, data.table",NA,AGPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.1
parallelMap,C:/Users/pech/Documents/R/win-library/3.6,1.4,NA,R (>= 3.0.0),"BBmisc (>= 1.8), checkmate (>= 1.8.0), parallel, stats, utils",NA,"BatchJobs (>= 1.8), batchtools (>= 0.9.6), data.table, Rmpi,
testthat",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,no,3.6.1
parameters,C:/Users/pech/Documents/R/win-library/3.6,0.2.0,NA,R (>= 3.0),"insight (>= 0.5.0), bayestestR (>= 0.3.0), methods, stats,
tools, utils",NA,"AER, aod, BayesFM, BayesFactor, betareg, boot, brms, cAIC4,
covr, dplyr, DRR, EGAnet (>= 0.7), FactoMineR, fastICA, gamlss,
gee, geepack, GLMMadaptive, glmmTMB, knitr, lavaan, lme4,
lmerTest, logspline, MASS, Matrix, MCMCglmm, mgcv, MuMIn,
nFactors, nlme, panelr, pbkrtest, plm, projpred, pscl, psych,
randomForest, rmarkdown, rstanarm, see, survey, survival,
testthat, VGAM, Zelig",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
ParamHelpers,C:/Users/pech/Documents/R/win-library/3.6,1.12,NA,NA,"backports, BBmisc (>= 1.10), checkmate (>= 1.8.2), fastmatch,
methods",NA,"akima, eaf, emoa, GGally, ggplot2, gridExtra, grid, irace (>=
2.1), lhs, plyr, reshape2, testthat",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
parsedate,C:/Users/pech/Documents/R/win-library/3.6,1.2.0,NA,NA,rematch2,NA,"covr, testthat, withr",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
parsnip,C:/Users/pech/Documents/R/win-library/3.6,0.0.4,NA,R (>= 2.10),"dplyr (>= 0.8.0.1), rlang (>= 0.3.1), purrr, utils, tibble (>=
2.1.1), generics, glue, magrittr, stats, tidyr, globals,
prettyunits, vctrs (>= 0.2.0)",NA,"testthat, knitr, rmarkdown, survival, keras, xgboost, covr,
C50, sparklyr (>= 1.0.0), earth, glmnet, kernlab, kknn,
randomForest, ranger, rpart, MASS, nlme",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
party,C:/Users/pech/Documents/R/win-library/3.6,1.3-3,NA,"R (>= 3.0.0), methods, grid, stats, mvtnorm (>= 1.0-2),
modeltools (>= 0.2-21), strucchange","survival (>= 2.37-7), coin (>= 1.1-0), zoo, sandwich (>=
1.1-1)",mvtnorm,"TH.data (>= 1.0-3), mlbench, colorspace, MASS, vcd, ipred,
varImp",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
partykit,C:/Users/pech/Documents/R/win-library/3.6,1.2-5,NA,"R (>= 3.1.0), graphics, grid, libcoin (>= 1.0-0), mvtnorm","grDevices, stats, utils, survival, Formula (>= 1.2-1), inum
(>= 1.0-0), rpart (>= 4.1-11)",NA,"XML, pmml, rJava, sandwich, strucchange, vcd, AER, mlbench,
TH.data (>= 1.0-3), coin (>= 1.1-0), RWeka (>= 0.4-19),
datasets, parallel, psychotools (>= 0.3-0), psychotree, party
(>= 1.3-0)",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
pastecs,C:/Users/pech/Documents/R/win-library/3.6,1.3.21,NA,NA,"boot, stats, graphics, utils, grDevices",NA,"svUnit, covr",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
PASWR,C:/Users/pech/Documents/R/win-library/3.6,1.1,NA,"e1071, MASS, lattice",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,NA,3.6.1
pbapply,C:/Users/pech/Documents/R/win-library/3.6,1.4-2,NA,R (>= 3.2.0),parallel,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
pbkrtest,C:/Users/pech/Documents/R/win-library/3.6,0.4-7,NA,"R (>= 3.2.3), lme4 (>= 1.1.10)","Matrix (>= 1.2.3), parallel, MASS, methods",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
pcaPP,C:/Users/pech/Documents/R/win-library/3.6,1.9-73,NA,NA,mvtnorm,NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.0
pdp,C:/Users/pech/Documents/R/win-library/3.6,0.7.0,NA,R (>= 3.2.5),"ggplot2 (>= 0.9.0), grDevices, gridExtra, lattice, magrittr,
methods, mgcv, plyr, stats, viridis, utils",NA,"adabag, AmesHousing, C50, caret, Cubist, doParallel, dplyr,
e1071, earth, gbm, ipred, keras, kernlab, MASS, mda, nnet,
party, partykit, progress, randomForest, ranger, rpart,
testthat, xgboost (>= 0.6-0), knitr, rmarkdown, vip",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
pec,C:/Users/pech/Documents/R/win-library/3.6,2019.11.03,NA,"R (>= 2.9.0), prodlim (>= 1.4.9)","foreach (>= 1.4.2), rms (>= 4.2-0), survival (>= 2.37-7),
timereg (>= 1.8.9)",NA,"randomForestSRC, party, cmprsk (>= 2.2-7), rpart, CoxBoost,
crrstep, riskRegression (>= 1.0.8), lava (>= 1.4.1), Hmisc (>=
3.14-4)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
PerfMeas,C:/Users/pech/Documents/R/win-library/3.6,1.2.1,NA,"limma, graph, RBGL",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
performance,C:/Users/pech/Documents/R/win-library/3.6,0.4.0,NA,R (>= 3.0),"insight (>= 0.6.0), bayestestR (>= 0.4.0)",NA,"AER, betareg, brms, bigutilsr, dbscan, covr, glmmTMB, ICS,
ICSOutlier, lavaan, lme4, loo, Matrix, MASS, mlogit, nlme,
ordinal, parallel, pscl, psych, randomForest, rmarkdown,
rstanarm, rstantools, see (>= 0.2.1), survival, solitude,
testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
PerformanceAnalytics,C:/Users/pech/Documents/R/win-library/3.6,1.5.3,NA,"R (>= 3.0.0), xts (>= 0.10.0)","methods, quadprog, zoo",NA,"dygraphs, Hmisc, MASS, quantmod, gamlss, gamlss.dist,
robustbase, quantreg, gplots, testthat",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
pillar,C:/Users/pech/Documents/R/win-library/3.6,1.4.2,NA,NA,"cli, crayon (>= 1.3.4), fansi, rlang (>= 0.3.0), utf8 (>=
1.1.0), vctrs",NA,"knitr, lubridate, testthat, withr",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
pingr,C:/Users/pech/Documents/R/win-library/3.6,2.0.0,NA,NA,"processx, utils",NA,"covr, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
pkgbuild,C:/Users/pech/Documents/R/win-library/3.6,1.0.6,NA,R (>= 3.1),"callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.1.2)",NA,"Rcpp, testthat, covr",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
pkgconfig,C:/Users/pech/Documents/R/win-library/3.6,2.0.3,NA,NA,utils,NA,"covr, testthat, disposables (>= 1.0.3)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
pkgdown,C:/Users/pech/Documents/R/win-library/3.6,1.4.1,NA,R (>= 3.1.0),"callr (>= 2.0.2), cli, crayon, desc, digest, evaluate, fs (>=
1.2.0), fansi, highlight, httr, magrittr, MASS, memoise,
openssl, purrr, processx, rematch2, rlang (>= 0.3.0), rmarkdown
(>= 1.1.9007), rstudioapi, tibble, tools, whisker, withr, xml2
(>= 1.1.1), yaml",NA,"covr, htmlwidgets, jsonlite, knitr, leaflet, pkgload (>=
1.0.2), testthat (>= 2.1.0), rticles, rsconnect",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
pkgload,C:/Users/pech/Documents/R/win-library/3.6,1.0.2,NA,NA,"desc, methods, pkgbuild, rlang, rprojroot, rstudioapi, utils,
withr",NA,"bitops, covr, Rcpp, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
PKI,C:/Users/pech/Documents/R/win-library/3.6,0.1-5.1,NA,"R (>= 2.9.0), base64enc",NA,NA,NA,gmp,GPL-2 | GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.0
plogr,C:/Users/pech/Documents/R/win-library/3.6,0.2.0,NA,NA,NA,NA,Rcpp,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
plot3D,C:/Users/pech/Documents/R/win-library/3.6,1.1.1,NA,R (>= 2.15),"misc3d, stats, graphics, grDevices",NA,NA,NA,GPL (>= 3.0),NA,NA,NA,NA,no,3.6.1
plot3Drgl,C:/Users/pech/Documents/R/win-library/3.6,1.0.1,NA,"rgl, plot3D, R (>= 3.2.3)",grDevices,NA,NA,NA,GPL (>= 3.0),NA,NA,NA,NA,no,3.6.1
plotfunctions,C:/Users/pech/Documents/R/win-library/3.6,1.3,NA,R (>= 2.10),NA,NA,"knitr, sp",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
plotGoogleMaps,C:/Users/pech/Documents/R/win-library/3.6,2.2,NA,"R (>= 2.15.0), sp, spacetime","rgdal, maptools,lattice, raster",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
plotly,C:/Users/pech/Documents/R/win-library/3.6,4.9.0,NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr, jsonlite (>= 1.6), magrittr, digest,
viridisLite, base64enc, htmltools (>= 0.3.6), htmlwidgets (>=
1.3), tidyr, hexbin, RColorBrewer, dplyr, tibble, lazyeval (>=
0.2.0), rlang, crosstalk, purrr, data.table, promises",NA,"MASS, maps, ggthemes, GGally, testthat, knitr, devtools,
shiny (>= 1.1.0), shinytest (>= 1.3.0), curl, rmarkdown,
vdiffr, Cairo, broom, webshot, listviewer, dendextend, sf,
maptools, rgeos, png, IRdisplay, processx, plotlyGeoAssets,
forcats",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
plotmo,C:/Users/pech/Documents/R/win-library/3.6,3.5.6,NA,"R (>= 3.4.0), Formula (>= 1.2-3), plotrix, TeachingDemos",NA,NA,"C50 (>= 0.1.0-24), earth (>= 5.1.0), gbm (>= 2.1.1), glmnet
(>= 2.0.5), glmnetUtils (>= 1.0.3), MASS (>= 7.3-45), mlr (>=
2.12.1), neuralnet (>= 1.33), partykit (>= 1.2-2), pre (>=
0.5.0), rpart (>= 4.1-10), rpart.plot (>= 2.1.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
plotrix,C:/Users/pech/Documents/R/win-library/3.6,3.7-6,NA,R (>= 3.5.0),"grDevices, graphics, stats, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.0
pls,C:/Users/pech/Documents/R/win-library/3.6,2.7-2,NA,R (>= 2.10),"grDevices, graphics, methods, stats",NA,"MASS, parallel, Rmpi, testthat, RUnit",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
plyr,C:/Users/pech/Documents/R/win-library/3.6,1.8.4,NA,R (>= 3.1.0),Rcpp (>= 0.11.0),Rcpp,"abind, testthat, tcltk, foreach, doParallel, itertools,
iterators, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
png,C:/Users/pech/Documents/R/win-library/3.6,0.1-7,NA,R (>= 2.9.0),NA,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.0
polspline,C:/Users/pech/Documents/R/win-library/3.6,1.1.16,NA,NA,"stats, graphics",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
polyclip,C:/Users/pech/Documents/R/win-library/3.6,1.10-0,NA,R (>= 3.0.0),NA,NA,NA,NA,BSL,NA,NA,NA,NA,yes,3.6.0
polynom,C:/Users/pech/Documents/R/win-library/3.6,1.4-0,NA,NA,"stats, graphics",NA,"knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
ppcor,C:/Users/pech/Documents/R/win-library/3.6,1.1,NA,"R (>= 2.6.0), MASS",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
prabclus,C:/Users/pech/Documents/R/win-library/3.6,2.3-1,NA,"R (>= 2.10), MASS, mclust",NA,NA,"spdep, spatialreg, bootstrap, maptools, foreign, mvtnorm",NA,GPL,NA,NA,NA,NA,no,3.6.1
praise,C:/Users/pech/Documents/R/win-library/3.6,1.0.0,NA,NA,NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
prediction,C:/Users/pech/Documents/R/win-library/3.6,0.3.14,NA,R (>= 3.5.0),"utils, stats, data.table",NA,"datasets, methods, testthat","AER, aod, betareg, biglm, brglm, caret, crch, e1071, earth,
ff, ffbase, gam (>= 1.15), gee, glmnet, glmx, kernlab, lme4,
MASS, mclogit, mda, mlogit, MNP, nlme, nnet, ordinal, plm,
pscl, quantreg, rpart, sampleSelection, speedglm, survey (>=
3.31-5), survival, truncreg, VGAM",MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
prettydoc,C:/Users/pech/Documents/R/win-library/3.6,0.3.0,NA,NA,rmarkdown (>= 1.0),NA,"knitr, KernSmooth",NA,Apache License (>= 2.0),NA,NA,NA,NA,no,3.6.1
prettyunits,C:/Users/pech/Documents/R/win-library/3.6,1.0.2,NA,NA,"magrittr, assertthat, methods",NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
pROC,C:/Users/pech/Documents/R/win-library/3.6,1.15.3,NA,R (>= 2.14),"methods, plyr, Rcpp (>= 0.11.1)",Rcpp,"microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
processx,C:/Users/pech/Documents/R/win-library/3.6,3.4.1,NA,NA,"ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.2.0), codetools, covr, crayon, curl, debugme,
parallel, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
prodlim,C:/Users/pech/Documents/R/win-library/3.6,2018.04.18,NA,R (>= 2.9.0),"Rcpp (>= 0.11.5), stats, graphics, survival, KernSmooth, lava",Rcpp,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
profileModel,C:/Users/pech/Documents/R/win-library/3.6,0.6.0,NA,R (>= 2.6.0),NA,NA,"MASS, gnm",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
progress,C:/Users/pech/Documents/R/win-library/3.6,1.2.2,NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
proj4,C:/Users/pech/Documents/R/win-library/3.6,1.0-8.1,NA,R (>= 2.0.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
promises,C:/Users/pech/Documents/R/win-library/3.6,1.1.0,NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
proto,C:/Users/pech/Documents/R/win-library/3.6,1.0.0,NA,NA,NA,NA,"testthat, covr",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
proxy,C:/Users/pech/Documents/R/win-library/3.6,0.4-23,NA,R (>= 3.4.0),"stats, utils",NA,cba,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
proxyC,C:/Users/pech/Documents/R/win-library/3.6,0.1.5,NA,"R (>= 3.1.0), methods","Matrix (>= 1.2), Rcpp (>= 0.12.12), RcppParallel","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","testthat, proxy",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
PRROC,C:/Users/pech/Documents/R/win-library/3.6,1.3.1,NA,NA,NA,NA,"testthat, ggplot2, ROCR",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
pryr,C:/Users/pech/Documents/R/win-library/3.6,0.1.4,NA,R (>= 3.1.0),"stringr, codetools, methods, Rcpp (>= 0.11.0)",Rcpp,testthat (>= 0.8.0),NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
ps,C:/Users/pech/Documents/R/win-library/3.6,1.3.0,NA,R (>= 3.1),utils,NA,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
psych,C:/Users/pech/Documents/R/win-library/3.6,1.8.12,NA,R (>= 2.10),"mnormt,parallel,stats,graphics,grDevices,methods,foreign,lattice,nlme",NA,"GPArotation, lavaan, sem, lme4,Rcsdp, graph, Rgraphviz",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
Publish,C:/Users/pech/Documents/R/win-library/3.6,2018.04.17,NA,prodlim (>= 1.5.4),"survival (>= 2.38), data.table (>= 1.10.4), lava (>= 1.5.1),
multcomp (>= 1.4)",NA,"lme4 (>= 1.1), mets (>= 1.1.1), pec (>= 2.4.4),
riskRegression (>= 1.4.3), testthat, smcfcs (>= 1.3.0), rms (>=
5.1), mitools (>= 2.3), nlme (>= 3.1-131)",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
purrr,C:/Users/pech/Documents/R/win-library/3.6,0.3.3,NA,R (>= 3.2),"magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.1
pwr,C:/Users/pech/Documents/R/win-library/3.6,1.2-2,NA,NA,"stats, graphics",NA,"ggplot2, scales, knitr, rmarkdown",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.1
qap,C:/Users/pech/Documents/R/win-library/3.6,0.1-1,NA,NA,NA,NA,testthat,NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
quadprog,C:/Users/pech/Documents/R/win-library/3.6,1.5-7,NA,R (>= 3.1.0),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
Quandl,C:/Users/pech/Documents/R/win-library/3.6,2.10.0,NA,"R (>= 2.15.0), xts","httr (>= 0.6.1), zoo, jsonlite (>= 0.9.14)",NA,"testthat (>= 0.10.0), roxygen2, timeSeries",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
quanteda,C:/Users/pech/Documents/R/win-library/3.6,1.5.1,NA,"R (>= 3.1.0), methods","data.table (>= 1.9.6), extrafont, fastmatch, ggplot2 (>=
2.2.0), ggrepel, lubridate, magrittr, Matrix (>= 1.2), network,
RSpectra, Rcpp (>= 0.12.12), RcppParallel, sna, SnowballC,
spacyr, stopwords, stringi, xml2, yaml, proxyC (>= 0.1.4)","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","ca, dplyr, DT, e1071, entropy, ExPosition, lda, lsa, proxy,
purrr, RColorBrewer, rmarkdown, slam, spelling, stm, svs,
testthat, text2vec, tibble, tidytext, tm (>= 0.6), topicmodels,
xtable, knitr, igraph, wordcloud",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
